SPORTS,Greece coach Otto Rehhagel has attempted to shake the team out of their Euro2004 championship hangover by insisting that they dont deserve a place in World Cup 2006 if they cant defeat lowly Kazakhstan at home.
WORLD,"AP - Japanese banking giant Mitsubishi Tokyo Financial Group Inc. pumped the equivalent of  #36;6.4 billion into UFJ Holdings Inc., Japan's fourth biggest bank, Friday in a move designed to discourage a rival takeover."
SPORTS,"Kudos to Red Wings winger Brendan Shanahan for reaching into his own pocket last week to bring in a bunch of his pals for a hockey summit in Toronto. Finally, a member of the rank and file emerges as the conscience of the game, and at a time when the NHL product desperately needs propping up in the  quot;E quot; (for ..."
BUSINESS,"Centrica, the owner of British Gas, has lost nearly 1 million customers this year after rising fuel costs forced it to increase energy bills."
SCI_TECH,"Once hunted by the thousands, the band-tailed pigeon is in decline. Mathew Tekulsky writes of the joy of seeing five or six of these big birds on his backyard feeder."
SPORTS,Houston Astros outfielder Lance Berkman may miss the start of next season after tearing the anterior cruciate ligament in his right knee while playing flag football.
SPORTS,"LOS ANGELES, (AFP) - Kobe Bryant committed a foot foul from the free throw line with 4.4 seconds left as the Washington Wizards snapped an 11 game road losing streak by beating Los Angeles Lakers 120-116."
SPORTS,"For the first time ever, Silverstone is not on the provisional 2005 calendar, which must be ratified by the FIA world council on 13 October."
BUSINESS,"Reuters - Shares of Synopsys Inc. (SNPS.O), a\semiconductor design software maker, tumbled before the bell on\Thursday, a day after the company reported lower quarterly net\income and said results in the current quarter would be below\Wall Street estimates."
SCI_TECH,"At the behest of the open source-loving Public Patent Foundation (PUBPAT), the US Patent and Trademark Office (PTO) has rejected all of the claims made in one of the four patents that Microsoft holds on the Windows file system."
WORLD,"AFP - In a villa overlooking the Indian Ocean, Teresa Simoes Ferreira grew up in the segregated privilege of Portuguese-ruled Mozambique where she accompanied her father on medical rounds in poor rural areas."
BUSINESS,"For a small cap, Jacuzzi has a megabrand. But it's probably not enough to excite investors."
SPORTS,"Pittsburgh #39;s Chris Taft, left, goes over Loyola #39;s Bernard Allen, bottom, for a dunk in the first half in Pittsburgh on Saturday, Nov. 27, 2004."
SPORTS,"KOLKATA: With only two days to go for the crucial elections to the coveted post of the president of the cash-rich BCCI here, hectic parleys are on by the lead players including Union Food and Agriculture minister Sharad Pawar to drum up the requisite "
BUSINESS,Investors pulled out of homebuilder stocks on Wednesday after a pair of economic reports on the pace of home sales indicated the once-hot market might be cooling.
BUSINESS,"There are almost 90,000 undelivered income tax refund checks. More than 6,000 of those are in New York. The Internal Revenue Service says it needs the taxpayers correct addresses to get them their refunds."
SPORTS,"Few who witnessed the decisive sucker-punch try by Ireland #39;s Ronan O #39;Gara in Dublin last Saturday, scored while the Springbok captain John Smit was engaged in a lengthy conference with his team on the subject of illegal ball-killing, would use the word "
BUSINESS,"Under a powdery gray Moscow sky, YUKOS employees trudged through the snow to work on Friday, fearful for the future but afraid to speak out against a government about to dismember the once-mighty oil firm."
SCI_TECH,"More than a year after the German city moved to abandon Microsoft Windows in favor of Linux, city councilors are finally ready to vote on the switch."
SCI_TECH,"a indiqu ce jour que la socit a reu diffrents engagements de soutien de Paramount Pictures, Universal Pictures, New Line Cinema, et Warner Bros."
WORLD, ANKARA/BRUSSELS (Reuters) - Turkey signaled growing unease  on Monday that the European Union wants to impose special  conditions on its drive to join the wealthy bloc and insisted  it must be treated in the same way as any other candidate  country.
SPORTS,"AFP - Embattled Minnesota Timberwolves player Eddie Griffin was suspended for the first three games of the 2004-05 season, the National Basketball Association announced."
SPORTS,_ Drew Gooden and LeBron James each scored 27 points in the Cleveland Cavaliers #39; 105-to-97 win over Toronto. Zydrunas Ilgauskas (zih-DROO #39;-nuhs ihl-GOWS #39;-kuhs) had 21 points and 13 rebounds 
SPORTS,"D Wayne Lukas, the most successful trainer of all time at the Breeders Cup, caused a sensation today when he revealed 2002 Distaff winner and Horse of the Year Azeri will tackle Saturdays Breeders Cup Classic."
WORLD,London - Britain promised an urgent security review at Buckingham Palace on Tuesday after a campaigner dressed as Batman evaded armed police and staged a five-hour protest at Queen Elizabeth #39;s London residence.
SPORTS,"Five cities of London, Madrid, Moscow, New York and Paris have submitted their bids for the 2012 summer Olympic Games to the International Olympic Committee (IOC),it was announced by IOC on Monday."
BUSINESS,"UAL Corp., the parent company of United Airlines, said Friday that it asked the bankruptcy court to approve Bridge Associates to conduct an independent analysis of the troubled carrier #39;s business plan."
BUSINESS,"General Motors Corp. workers in Bochum, Germany, halted production for a fifth day to protest the company #39;s plans to slash a fifth of the workforce in Europe."
SCI_TECH,"The recalled printers include the Lexmark E232, E232t, E330, E332n and E332tn models; the IBM Infoprint 1412 and 1412n; and the Dell 1700 and 1700n, according to the Consumer Product Safety Commission."
BUSINESS,"Bonds of Bombardier Inc., the world #39;s biggest maker of train equipment, declined after Moody #39;s Investors Service cut its credit rating two levels to junk."
SPORTS,"Liverpool midfielder Xabi Alonso wants his side to build on Sunday #39;s confidence-boosting win over Arsenal. The Spaniard, who scored his first goal at Anfield to open the scoring, said:  quot;The result was very good for our morale and to score was even better."
WORLD,"Australia was unlikely to extend its role in Iraq but would keep its troops in the war-torn nation until the job was done, Prime Minister John Howard said."
BUSINESS,"com October 26, 2004, 7:41 AM PT. This fourth priority #39;s main focus has been enterprise directories as organizations spawn projects around identity infrastructure."
SCI_TECH,"The new iMac G5 is completely user serviceable. If something goes wrong, Apple ships you the spare parts and you do the work. It's the wave of the future: Soon most PC repairs will be done at home. By Leander Kahney."
WORLD,"The 10 th round of the inter-Korean economic talks planned to start today for a four-day run in Seoul has been cancelled as Pyongyang refused to contact Seoul to coordinate meeting schedule the day prior, a government official said Monday."
SPORTS,"Mike Tyson answers questions following his workout, July 1, 2004, at the Central Boxing Club, in Phoenix. The former heavyweight champion was arrested on suspicion of misdemeanor criminal damage for allegedly "
SCI_TECH,"Microsoft has introduced a package of tools, training and technical support designed to lure users away from Novell #39;s Netware, to Windows Server 2003."
WORLD,"Human rights activists on Wednesday condemned the detention of a Hong Kong pro-democracy politician for allegedly having sex with a prostitute, and his sentencing without trial to six months of  quot;re-education through labor. quot; ..."
SPORTS,Former England midfielder Paul Gascoigne announced Wednesday his resignation from Boston United as player-coach of the fourth division side.
WORLD,"JERUSALEMIt was one of the most expensive sets of eyes Israel has ever produced, and today it was to begin watching Iran like a high-resolution hawk from the lofty vantage of 260 kilometres skyward."
SCI_TECH,Scientists from the University of Cambridge and the University of Exeter are suggesting that the evolution of the early Universe was much slower than previously thought.
BUSINESS,What's the proper use of a speaker phone? A colleague uses hers to listen to voicemail messages and to make all of her outgoing calls so that I can hear the dialing. It's very distracting and annoying.
BUSINESS,"As the price of energy resumes its upward march, ordinary Americans are getting in their pocketbooks."
BUSINESS,"TOKYO: Sumitomo Mitsui Financial Group Inc #39;s US\$29bil hostile bid for UFJ Holdings Inc may hinge on its ability to convince shareholders that it can cut costs and bad loans at Japan #39;s most unprofitable bank, investors said."
WORLD,AFP - International peacekeepers in Afghanistan said they had received a tip-off that a  quot;terrorist quot; posing as a cameraman was trying to enter the capital.
SCI_TECH,"When Amit Yoran last week became the third cybersecurity chief to leave his post in less than two years, most folks barely noticed."
SCI_TECH,"The country's infrastructure makes it an attractive candidate for offshore work, a research company says."
SCI_TECH,Britain #39;s leading academic institution is backing a campaign to stop the US banning on all forms of human cloning. The Royal Society has joined 67 other national academies urging the UN to ban the cloning 
SCI_TECH,"AP - Sony Corp.'s music unit is abandoning its CDs that use built-in technology that limits copying them, after pushing the program for two years."
BUSINESS," LONDON (Reuters) - Oil's rally wavered on Thursday, but  worries over the security of Nigerian supply supported prices  despite an easier U.S. crude inventory picture and news that  Russia's YUKOS would resume full supply to China."
BUSINESS,"Workers at three tire plants, including one in Indiana, had been without deal for 15 months. PITTSBURGH -- More than 3,000 union workers at three BF Goodrich tire manufacturing plants in Indiana and Alabama "
SCI_TECH," The Broken  Window Fallacy is a parable about a shopkeeper's window that gets  broken by a naughty little boy and the economical shenanigans that  ensue.  Initially, the townsfolk sympathize with the shopkeeper,  condemning the lad as a vandalism prone vagabond, yet eventually more  specious reasoning prevails.  "
